Date,Open,High,Low,Close,Volume,Name
2015-06-03,130.66,130.94,129.9,130.12,30983542,AAPL
2015-06-04,129.58,130.58,128.91,129.36,38450118,AAPL
2015-06-05,129.5,129.69,128.36,128.65,35626800,AAPL
2015-06-08,128.9,129.21,126.83,127.8,52674786,AAPL
2015-06-09,126.7,128.08,125.62,127.42,56075420,AAPL
2015-06-10,127.92,129.34,127.85,128.88,39087250,AAPL
2015-06-11,129.18,130.18,128.48,128.59,35390887,AAPL
2015-06-12,128.18,128.33,127.11,127.17,36886246,AAPL
2015-06-15,126.1,127.24,125.71,126.92,43988946,AAPL
2015-06-16,127.03,127.85,126.37,127.6,31494131,AAPL
2015-06-17,127.72,127.88,126.74,127.3,32918071,AAPL
2015-06-18,127.23,128.31,127.22,127.88,35407220,AAPL
2015-06-19,127.71,127.82,126.4,126.6,54716887,AAPL
2015-06-22,127.49,128.06,127.08,127.61,34039345,AAPL
2015-06-23,127.48,127.61,126.88,127.03,30268863,AAPL
2015-06-24,127.21,129.8,127.12,128.11,55280855,AAPL
2015-06-25,128.86,129.2,127.5,127.5,31938100,AAPL
2015-06-26,127.67,127.99,126.51,126.75,44066841,AAPL
2015-06-29,125.46,126.47,124.48,124.53,49161427,AAPL
2015-06-30,125.57,126.12,124.86,125.42,44370682,AAPL
2015-07-01,126.9,126.94,125.99,126.6,30238811,AAPL
2015-07-02,126.43,126.69,125.77,126.44,27210952,AAPL
2015-07-06,124.94,126.23,124.85,126.0,28060431,AAPL
2015-07-07,125.89,126.15,123.77,125.69,46946811,AAPL
2015-07-08,124.48,124.64,122.54,122.57,60761614,AAPL
2015-07-09,123.85,124.06,119.22,120.07,78595038,AAPL
2015-07-10,121.94,123.85,121.21,123.28,61354474,AAPL
2015-07-13,125.03,125.76,124.32,125.66,41440538,AAPL
2015-07-14,126.04,126.37,125.04,125.61,31768139,AAPL
2015-07-15,125.72,127.15,125.58,126.82,33649200,AAPL
2015-07-16,127.74,128.57,127.35,128.51,36222447,AAPL
2015-07-17,129.08,129.62,128.31,129.62,46164710,AAPL
2015-07-20,130.97,132.97,130.7,132.07,58900203,AAPL
2015-07-21,132.85,132.92,130.32,130.75,76756427,AAPL
2015-07-22,121.99,125.5,121.99,125.22,115450607,AAPL
2015-07-23,126.2,127.09,125.06,125.16,50999452,AAPL
2015-07-24,125.32,125.74,123.9,124.5,42162332,AAPL
2015-07-27,123.09,123.61,122.12,122.77,44455540,AAPL
2015-07-28,123.38,123.91,122.55,123.38,33618097,AAPL
2015-07-29,123.15,123.5,122.27,122.99,37011653,AAPL
2015-07-30,122.32,122.57,121.71,122.37,33628268,AAPL
2015-07-31,122.6,122.64,120.91,121.3,42884953,AAPL
2015-08-03,121.5,122.57,117.52,118.44,69975968,AAPL
2015-08-04,117.42,117.7,113.25,114.64,124138623,AAPL
2015-08-05,112.95,117.44,112.1,115.4,99312613,AAPL
2015-08-06,115.97,116.5,114.12,115.13,52903040,AAPL
2015-08-07,114.58,116.25,114.5,115.52,38670405,AAPL
2015-08-10,116.53,119.99,116.53,119.72,54951597,AAPL
2015-08-11,117.81,118.18,113.33,113.49,97082814,AAPL
2015-08-12,112.53,115.42,109.63,115.24,101685610,AAPL
2015-08-13,116.04,116.4,114.54,115.15,48535789,AAPL
2015-08-14,114.32,116.31,114.01,115.96,42929516,AAPL
2015-08-17,116.04,117.65,115.5,117.16,40884745,AAPL
2015-08-18,116.43,117.44,116.01,116.5,34560708,AAPL
2015-08-19,116.1,116.52,114.68,115.01,48286510,AAPL
2015-08-20,114.08,114.35,111.63,112.65,67765523,AAPL
2015-08-21,110.43,111.9,105.64,105.76,126289223,AAPL
2015-08-24,94.87,108.8,92.0,103.12,161454199,AAPL
2015-08-25,111.11,111.11,103.5,103.74,102240208,AAPL
2015-08-26,107.08,109.89,105.05,109.69,96226269,AAPL
2015-08-27,112.23,113.24,110.02,112.92,83265146,AAPL
2015-08-28,112.17,113.31,111.54,113.29,52896384,AAPL
2015-08-31,112.03,114.53,112.0,112.76,55962842,AAPL
2015-09-01,110.15,111.88,107.36,107.72,75988194,AAPL
2015-09-02,110.23,112.34,109.13,112.34,61520170,AAPL
2015-09-03,112.49,112.78,110.04,110.37,52906410,AAPL
2015-09-04,108.97,110.45,108.51,109.27,49628615,AAPL
2015-09-08,111.75,112.56,110.32,112.31,54114204,AAPL
2015-09-09,113.76,114.02,109.77,110.15,84344438,AAPL
2015-09-10,110.27,113.28,109.9,112.57,62675234,AAPL
2015-09-11,111.79,114.21,111.76,114.21,49441846,AAPL
2015-09-14,116.58,116.89,114.86,115.31,58201862,AAPL
2015-09-15,115.93,116.53,114.42,116.28,43004052,AAPL
2015-09-16,116.25,116.54,115.44,116.41,36909956,AAPL
2015-09-17,115.66,116.49,113.72,113.92,63462713,AAPL
2015-09-18,112.21,114.3,111.87,113.45,73418992,AAPL
2015-09-21,113.67,115.37,113.66,115.21,46554289,AAPL
2015-09-22,113.38,114.18,112.52,113.4,49809010,AAPL
2015-09-23,113.63,114.72,113.3,114.32,35645658,AAPL
2015-09-24,113.25,115.5,112.37,115.0,49810647,AAPL
2015-09-25,116.44,116.69,114.02,114.71,55842210,AAPL
2015-09-28,113.85,114.57,112.44,112.44,51723929,AAPL
2015-09-29,112.83,113.51,107.86,109.06,73135853,AAPL
2015-09-30,110.17,111.54,108.73,110.3,66105030,AAPL
2015-10-01,109.07,109.62,107.31,109.58,63747954,AAPL
2015-10-02,108.01,111.01,107.55,110.38,57560431,AAPL
2015-10-05,110.08,111.37,109.07,110.78,51723110,AAPL
2015-10-06,110.63,111.74,109.76,111.31,48196751,AAPL
2015-10-07,110.47,111.77,109.41,110.78,46602587,AAPL
2015-10-08,110.06,110.19,108.21,109.5,61698450,AAPL
2015-10-09,111.64,112.28,109.49,112.12,52533783,AAPL
2015-10-12,112.73,112.75,111.44,111.6,30114425,AAPL
2015-10-13,110.82,112.45,110.68,111.79,32424018,AAPL
2015-10-14,111.29,111.52,109.56,110.21,44325611,AAPL
2015-10-15,110.93,112.1,110.49,111.86,37340996,AAPL
2015-10-16,111.78,112.0,110.53,111.04,38236278,AAPL
2015-10-19,110.8,111.75,110.11,111.73,29606075,AAPL
2015-10-20,111.34,114.17,110.82,113.77,48778770,AAPL
2015-10-21,114.0,115.58,113.7,113.76,41795238,AAPL
2015-10-22,114.33,115.5,114.1,115.5,41272693,AAPL
2015-10-23,118.77,119.23,116.33,119.08,59139552,AAPL
2015-10-26,118.08,118.13,114.92,115.28,66019504,AAPL
2015-10-27,115.4,116.54,113.99,114.55,57953589,AAPL
2015-10-28,117.58,119.3,116.06,119.27,85023324,AAPL
2015-10-29,118.7,120.69,118.27,120.53,50240803,AAPL
2015-10-30,120.99,121.22,119.45,119.5,48811991,AAPL
2015-11-02,120.8,121.36,119.61,121.18,31761309,AAPL
2015-11-03,120.79,123.49,120.7,122.57,45331025,AAPL
2015-11-04,122.56,123.82,121.62,122.0,44343498,AAPL
2015-11-05,121.85,122.69,120.18,120.92,39258480,AAPL
2015-11-06,121.08,121.81,120.62,121.06,32931447,AAPL
2015-11-09,120.96,121.81,120.05,120.57,33657546,AAPL
2015-11-10,116.9,118.07,116.06,116.77,58635125,AAPL
2015-11-11,116.37,117.42,115.21,116.11,45104903,AAPL
2015-11-12,116.26,116.82,115.65,115.72,32262598,AAPL
2015-11-13,115.2,115.57,112.27,112.34,45164053,AAPL
2015-11-16,111.38,114.24,111.0,114.18,37651022,AAPL
2015-11-17,114.92,115.05,113.32,113.69,27253964,AAPL
2015-11-18,115.76,117.49,115.5,117.29,46163404,AAPL
2015-11-19,117.64,119.75,116.76,118.78,42908179,AAPL
2015-11-20,119.2,119.92,118.85,119.3,34103529,AAPL
2015-11-23,119.27,119.73,117.34,117.75,32266736,AAPL
2015-11-24,117.33,119.35,117.12,118.88,42426855,AAPL
2015-11-25,119.21,119.23,117.92,118.03,21388308,AAPL
2015-11-27,118.29,118.41,117.6,117.81,13043720,AAPL
2015-11-30,117.99,119.41,117.75,118.3,37658671,AAPL
2015-12-01,118.75,118.81,116.86,117.34,34700991,AAPL
2015-12-02,117.34,118.11,116.08,116.28,33198964,AAPL
2015-12-03,115.24,116.79,114.22,115.2,41569509,AAPL
2015-12-04,115.29,119.25,115.11,119.03,57776977,AAPL
2015-12-07,118.32,119.86,117.81,118.28,32084249,AAPL
2015-12-08,117.52,118.6,116.86,118.23,34309450,AAPL
2015-12-09,115.3,117.69,115.08,115.62,46361357,AAPL
2015-12-10,116.04,116.94,115.51,116.17,29212727,AAPL
2015-12-11,115.19,115.39,112.85,113.18,46886161,AAPL
2015-12-14,112.18,112.68,109.79,112.48,64318732,AAPL
2015-12-15,111.94,112.8,110.35,110.49,53323105,AAPL
2015-12-16,111.07,111.99,108.8,111.34,56238467,AAPL
2015-12-17,112.02,112.25,108.98,108.98,44772827,AAPL
2015-12-18,108.91,109.52,105.81,106.03,96453327,AAPL
2015-12-21,107.28,107.37,105.57,107.33,47590610,AAPL
2015-12-22,107.4,107.72,106.45,107.23,32789367,AAPL
2015-12-23,107.27,108.85,107.2,108.61,32657354,AAPL
2015-12-24,109.0,109.0,107.95,108.03,13596680,AAPL
2015-12-28,107.59,107.69,106.18,106.82,26704210,AAPL
2015-12-29,106.96,109.43,106.86,108.74,30931243,AAPL
2015-12-30,108.58,108.7,107.18,107.32,25213777,AAPL
2015-12-31,107.01,107.03,104.82,105.26,40912316,AAPL
2016-01-04,102.61,105.37,102.0,105.35,67281190,AAPL
2016-01-05,105.75,105.85,102.41,102.71,55790992,AAPL
2016-01-06,100.56,102.37,99.87,100.7,68457388,AAPL
2016-01-07,98.68,100.13,96.43,96.45,81094428,AAPL
2016-01-08,98.55,99.11,96.76,96.96,70798016,AAPL
2016-01-11,98.97,99.06,97.34,98.53,49739377,AAPL
2016-01-12,100.55,100.69,98.84,99.96,49154227,AAPL
2016-01-13,100.32,101.19,97.3,97.39,61745031,AAPL
2016-01-14,97.96,100.48,95.74,99.52,62424154,AAPL
2016-01-15,96.2,97.71,95.36,97.13,79010008,AAPL
2016-01-19,98.41,98.65,95.5,96.66,52841349,AAPL
2016-01-20,95.1,98.19,93.42,96.79,72008265,AAPL
2016-01-21,97.06,97.88,94.94,96.3,52054521,AAPL
2016-01-22,98.63,101.46,98.37,101.42,65562769,AAPL
2016-01-25,101.52,101.53,99.21,99.44,51196375,AAPL
2016-01-26,99.93,100.88,98.07,99.99,63538305,AAPL
2016-01-27,96.04,96.63,93.34,93.42,132224500,AAPL
2016-01-28,93.79,94.52,92.39,94.09,55557109,AAPL
2016-01-29,94.79,97.34,94.35,97.34,64010141,AAPL
2016-02-01,96.47,96.71,95.4,96.43,40571593,AAPL
2016-02-02,95.42,96.04,94.28,94.48,37081206,AAPL
2016-02-03,95.0,96.84,94.08,96.35,45366710,AAPL
2016-02-04,95.86,97.33,95.19,96.6,46263907,AAPL
2016-02-05,96.52,96.92,93.69,94.02,45853883,AAPL
2016-02-08,93.13,95.7,93.04,95.01,53852284,AAPL
2016-02-09,94.29,95.94,93.93,94.99,44262912,AAPL
2016-02-10,95.92,96.35,94.1,94.27,42244975,AAPL
2016-02-11,93.79,94.72,92.59,93.7,49686210,AAPL
2016-02-12,94.19,94.5,93.01,93.99,40121670,AAPL
2016-02-16,95.02,96.85,94.61,96.64,47490678,AAPL
2016-02-17,96.67,98.21,96.15,98.12,44390173,AAPL
2016-02-18,98.84,98.89,96.09,96.26,38494442,AAPL
2016-02-19,96.0,96.76,95.8,96.04,34485576,AAPL
2016-02-22,96.31,96.9,95.92,96.88,34048195,AAPL
2016-02-23,96.4,96.5,94.55,94.69,31686699,AAPL
2016-02-24,93.98,96.38,93.32,96.1,36155642,AAPL
2016-02-25,96.05,96.76,95.25,96.76,27393905,AAPL
2016-02-26,97.2,98.02,96.58,96.91,28913208,AAPL
2016-02-29,96.86,98.23,96.65,96.69,34876558,AAPL
2016-03-01,97.65,100.77,97.42,100.53,50153943,AAPL
2016-03-02,100.51,100.89,99.64,100.75,33084941,AAPL
2016-03-03,100.58,101.71,100.45,101.5,36792245,AAPL
2016-03-04,102.37,103.75,101.37,103.01,45936485,AAPL
2016-03-07,102.39,102.83,100.96,101.87,35828909,AAPL
2016-03-08,100.78,101.76,100.4,101.03,31274161,AAPL
2016-03-09,101.31,101.58,100.27,101.12,27130729,AAPL
2016-03-10,101.41,102.24,100.15,101.17,33513577,AAPL
2016-03-11,102.24,102.28,101.5,102.26,27200833,AAPL
2016-03-14,101.91,102.91,101.78,102.52,25027426,AAPL
2016-03-15,103.96,105.18,103.85,104.58,40067734,AAPL
2016-03-16,104.61,106.31,104.59,105.97,37893758,AAPL
2016-03-17,105.52,106.47,104.96,105.8,34244593,AAPL
2016-03-18,106.34,106.5,105.19,105.92,43402289,AAPL
2016-03-21,105.93,107.65,105.14,105.91,35180796,AAPL
2016-03-22,105.25,107.29,105.21,106.72,32232567,AAPL
2016-03-23,106.48,107.07,105.9,106.13,25452612,AAPL
2016-03-24,105.47,106.25,104.89,105.67,25480914,AAPL
2016-03-28,106.0,106.19,105.06,105.19,19303557,AAPL
2016-03-29,104.89,107.79,104.88,107.68,30774115,AAPL
2016-03-30,108.65,110.42,108.6,109.56,45159861,AAPL
2016-03-31,109.72,109.9,108.88,108.99,25685672,AAPL
2016-04-01,108.78,110.0,108.2,109.99,25626163,AAPL
2016-04-04,110.42,112.19,110.27,111.12,37243224,AAPL
2016-04-05,109.51,110.73,109.42,109.81,26495312,AAPL
2016-04-06,110.23,110.98,109.2,110.96,26047772,AAPL
2016-04-07,109.95,110.42,108.12,108.54,30881022,AAPL
2016-04-08,108.91,109.77,108.17,108.66,23514462,AAPL
2016-04-11,108.97,110.61,108.83,109.02,28313525,AAPL
2016-04-12,109.34,110.5,108.66,110.44,26812000,AAPL
2016-04-13,110.8,112.34,110.8,112.04,32691799,AAPL
2016-04-14,111.62,112.39,111.33,112.1,25337435,AAPL
2016-04-15,112.11,112.3,109.73,109.85,46418482,AAPL
2016-04-18,108.89,108.95,106.94,107.48,60834027,AAPL
2016-04-19,107.88,108.0,106.23,106.91,32292344,AAPL
2016-04-20,106.64,108.09,106.06,107.13,28666865,AAPL
2016-04-21,106.93,106.93,105.52,105.97,31356434,AAPL
2016-04-22,105.01,106.48,104.62,105.68,33477142,AAPL
2016-04-25,105.0,105.65,104.51,105.08,27950966,AAPL
2016-04-26,103.91,105.3,103.91,104.35,40338403,AAPL
2016-04-27,96.0,98.71,95.68,97.82,113538389,AAPL
2016-04-28,97.61,97.88,94.25,94.83,81990674,AAPL
2016-04-29,93.99,94.72,92.51,93.74,68334434,AAPL
2016-05-02,93.96,94.08,92.4,93.64,47736879,AAPL
2016-05-03,94.2,95.74,93.68,95.18,56533960,AAPL
2016-05-04,95.2,95.9,93.82,94.19,40824776,AAPL
2016-05-05,94.0,94.07,92.68,93.24,35763138,AAPL
2016-05-06,93.37,93.45,91.85,92.72,43458189,AAPL
2016-05-09,93.0,93.77,92.59,92.79,32855251,AAPL
2016-05-10,93.33,93.57,92.11,93.42,33592465,AAPL
2016-05-11,93.48,93.57,92.46,92.51,28539912,AAPL
2016-05-12,92.72,92.78,89.47,90.34,76109795,AAPL
2016-05-13,90.0,91.67,90.0,90.52,44188153,AAPL
2016-05-16,92.39,94.39,91.65,93.88,61140610,AAPL
2016-05-17,94.55,94.7,93.01,93.49,46507449,AAPL
2016-05-18,94.16,95.21,93.89,94.56,41923114,AAPL
2016-05-19,94.64,94.64,93.57,94.2,29693945,AAPL
2016-05-20,94.64,95.43,94.52,95.22,31804564,AAPL
2016-05-23,95.87,97.19,95.67,96.43,37860535,AAPL
2016-05-24,97.22,98.09,96.84,97.9,35036561,AAPL
2016-05-25,98.67,99.74,98.11,99.62,38168760,AAPL
2016-05-26,99.68,100.73,98.64,100.41,56093437,AAPL
2016-05-27,99.44,100.47,99.24,100.35,36229530,AAPL
2016-05-31,99.6,100.4,98.82,99.86,42307212,AAPL
2016-06-01,99.02,99.54,98.33,98.46,29173285,AAPL
2016-06-02,97.6,97.84,96.63,97.72,40191600,AAPL
2016-06-03,97.79,98.27,97.45,97.92,28504888,AAPL
2016-06-06,97.99,101.89,97.55,98.63,23292504,AAPL
2016-06-07,99.25,99.87,98.96,99.03,22409450,AAPL
2016-06-08,99.02,99.56,98.68,98.94,20848131,AAPL
2016-06-09,98.5,99.99,98.46,99.65,26601354,AAPL
2016-06-10,98.53,99.35,98.48,98.83,31712936,AAPL
2016-06-13,98.69,99.12,97.1,97.34,38020494,AAPL
2016-06-14,97.32,98.48,96.75,97.46,31931944,AAPL
2016-06-15,97.82,98.41,97.03,97.14,29445227,AAPL
2016-06-16,96.45,97.75,96.07,97.55,31326815,AAPL
2016-06-17,96.62,96.65,95.3,95.33,61008219,AAPL
2016-06-20,96.0,96.57,95.03,95.1,34411901,AAPL
2016-06-21,94.94,96.35,94.68,95.91,35546358,AAPL
2016-06-22,96.25,96.89,95.35,95.55,29219122,AAPL
2016-06-23,95.94,96.29,95.25,96.1,32240187,AAPL
2016-06-24,92.91,94.66,92.65,93.4,75311356,AAPL
2016-06-27,93.0,93.05,91.5,92.04,46622188,AAPL
2016-06-28,92.9,93.66,92.14,93.59,40444914,AAPL
2016-06-29,93.97,94.55,93.63,94.4,36531006,AAPL
2016-06-30,94.44,95.77,94.3,95.6,35836356,AAPL
2016-07-01,95.49,96.46,95.33,95.89,26026540,AAPL
2016-07-05,95.39,95.4,94.46,94.99,27705210,AAPL
2016-07-06,94.6,95.66,94.37,95.53,30949090,AAPL
2016-07-07,95.7,96.5,95.62,95.94,25139558,AAPL
2016-07-08,96.49,96.89,96.05,96.68,28912103,AAPL
2016-07-11,96.75,97.65,96.73,96.98,23794945,AAPL
2016-07-12,97.17,97.7,97.12,97.42,24167463,AAPL
2016-07-13,97.41,97.67,96.84,96.87,25892171,AAPL
2016-07-14,97.39,98.99,97.32,98.79,38918997,AAPL
2016-07-15,98.92,99.3,98.5,98.78,30136990,AAPL
2016-07-18,98.7,100.13,98.6,99.83,36493867,AAPL
2016-07-19,99.56,100.0,99.34,99.87,23779924,AAPL
2016-07-20,100.0,100.46,99.74,99.96,26275968,AAPL
2016-07-21,99.83,101.0,99.13,99.43,32702028,AAPL
2016-07-22,99.26,99.3,98.31,98.66,28313669,AAPL
2016-07-25,98.25,98.84,96.92,97.34,40382921,AAPL
2016-07-26,96.82,97.97,96.42,96.67,56239822,AAPL
2016-07-27,104.26,104.35,102.75,102.95,92344820,AAPL
2016-07-28,102.83,104.45,102.82,104.34,39869839,AAPL
2016-07-29,104.19,104.55,103.68,104.21,27733688,AAPL
2016-08-01,104.41,106.15,104.41,106.05,38167871,AAPL
2016-08-02,106.05,106.07,104.0,104.48,33816556,AAPL
2016-08-03,104.81,105.84,104.77,105.79,30202641,AAPL
2016-08-04,105.58,106.0,105.28,105.87,27408650,AAPL
2016-08-05,106.27,107.65,106.18,107.48,40553402,AAPL
2016-08-08,107.52,108.37,107.16,108.37,28037220,AAPL
2016-08-09,108.23,108.94,108.01,108.81,26315204,AAPL
2016-08-10,108.71,108.9,107.76,108.0,24008505,AAPL
2016-08-11,108.52,108.93,107.85,107.93,27484506,AAPL
2016-08-12,107.78,108.44,107.78,108.18,18660434,AAPL
2016-08-15,108.14,109.54,108.08,109.48,25868209,AAPL
2016-08-16,109.63,110.23,109.21,109.38,33794448,AAPL
2016-08-17,109.1,109.37,108.34,109.22,25355976,AAPL
2016-08-18,109.23,109.6,109.02,109.08,21984703,AAPL
2016-08-19,108.77,109.69,108.36,109.36,25368072,AAPL
2016-08-22,108.86,109.1,107.85,108.51,25820230,AAPL
2016-08-23,108.59,109.32,108.53,108.85,21257669,AAPL
2016-08-24,108.56,108.75,107.68,108.03,23675081,AAPL
2016-08-25,107.39,107.88,106.68,107.57,25086248,AAPL
2016-08-26,107.41,107.95,106.31,106.94,27766291,AAPL
2016-08-29,106.62,107.44,106.29,106.82,24970300,AAPL
2016-08-30,105.8,106.5,105.5,106.0,24863945,AAPL
2016-08-31,105.66,106.57,105.64,106.1,29662406,AAPL
2016-09-01,106.14,106.8,105.62,106.73,26701523,AAPL
2016-09-02,107.7,108.0,106.82,107.73,26334858,AAPL
2016-09-06,107.9,108.3,107.51,107.7,26880391,AAPL
2016-09-07,107.83,108.76,107.07,108.36,42364328,AAPL
2016-09-08,107.25,107.27,105.24,105.52,53002026,AAPL
2016-09-09,104.64,105.72,103.13,103.13,46556984,AAPL
2016-09-12,102.65,105.72,102.53,105.44,45292770,AAPL
2016-09-13,107.51,108.79,107.24,107.95,62176190,AAPL
2016-09-14,108.73,113.03,108.6,111.77,112340318,AAPL
2016-09-15,113.86,115.73,113.49,115.57,90613177,AAPL
2016-09-16,115.12,116.13,114.04,114.92,79886911,AAPL
2016-09-19,115.19,116.18,113.25,113.58,47023046,AAPL
2016-09-20,113.05,114.12,112.51,113.57,34514269,AAPL
2016-09-21,113.85,113.99,112.44,113.55,36003185,AAPL
2016-09-22,114.35,114.94,114.0,114.62,31073984,AAPL
2016-09-23,114.42,114.79,111.55,112.71,52481151,AAPL
